연도,시도코드,시도명,시군구코드,시군구명,학교명,학교구분명,수업연한,학위과정명,주야과정명,학과상태명,학과명,학과코드명(7대계열),표준분류계열코드,대학자체계열명,단과대학명,학교학과특성명,주요교과목명,입학정원수,졸업자수,관련직업명,수정일자,데이터기준일자,제공기관코드,제공기관명
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,생명화학공학부 생명공학전공,U05020100472,D20100,공학,융합공과대학,일반과정,바이오시스템+일반생물학실험1+일반화학1+일반생물학1+생명공학입문+일반생물학2+일반생물학실험2+생화학+생화학실험+유전학+유전학실험+생명공학소프트웨어활용+식물생명공학+아동과학지도+세포생물학+생리학+생리학실험+미생물공학+미생물공학실험+분자생물학+분자생물학실험+생물정보학실험+발생공학+생물정보학+생물소재공학+생물독성학+해양생명공학+단백질공학+생물반응공학+생명공학특수연구+생명공학종합설계 1+바이오산업의이해+면역학+생물공정공학+생물배양공학+유전공학+유전체학+생명공학종합설계2,43,32,바이오산업 및 식품회사+바이오에너지연구 및 개발자+바이오의약품연구원+보건위생 및 환경검사원+보건의료관련관리자+생명공학연구원+생명공학자+생명과학연구원+생명정보학자+생물분자유전연구원+수자원환경연구원+수질환경기술자+식품미생물연구원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,생명화학공학부 화공신소재전공,U04100100171,D20097,공학,융합공과대학,일반과정,일반화학실험+일반화학1+일반물리학+일반물리학실험+신소재공학기초+일반화학2+공학수학1+화공양론및프로그래밍+공학수학2+물리화학+물리화학실험+유기공업화학실험1+유기공업화학1+화공열역학1+유기공업화학2+유기공업화학실험2+화학공정계산+공정제어및프로그래밍+화공열역학실험+무기소재공학(캡스톤디자인)+고분자소재공학+이동현상+화공열역학2+무기소재화학실험+고분자소재공학실험+화공단위조작+화공반도체공정+무기공업분석실험+반응공학+유기소재공학(캡스톤디자인)+화공단위조작실험+3D프린팅고분자융합소재(캡스톤디자인)+소재및정밀화학+친환경융합공학소재(캡스톤디자인)+분리공정설계(캡스톤디자인),43,41,고무 및 플라스틱화학공학기술자+도료 및 농약품화학공학기술자+비누 및 화장품화학공학기술자+석유정제기술자+석유화학공학기술자+연료전지개발 및 연구자+음식료품화학공학기술자+의약품화학공학기술자+조향사+화장품개발자+화학공학시험자,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,생명화학공학부 화학에너지공학전공,U04060200115,D20098,공학,융합공과대학,일반과정,유기합성+에너지무기재료1+에너지무기재료실험1+에너지무기재료실험2+에너지무기재료2+나노공학실험+일반화학실험1+일반화학1+일반물리학+일반생물학1+일반화학실험2+반응기초+일반화학2+공학수학1+에너지유기재료1+분석화학+에너지유기재료실험1+분석화학실험+신재생에너지개론+에너지유기재료2+에너지유기재료실험2+에너지열역학+에너지열역학실험+에너지변환공학+바이오공학실험+양자역학과분광학 +바이오공학1+전기화학실험+에너지환경공학+바이오공학2+전기화학+캡스톤디자인+고분자나노공학+유기금속과촉매+화학소프트웨어활용+기기분석,43,23,공무원+대체에너지개발연구원+바이오에너지연구 및 개발자+에너지공학기술자+에너지진단전문가+이공학계열교수+전기소재연구자,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,수학교육과,U03050500018,B98070,자연과학,사범대학,일반과정,학교현장실습(학기제)+교과교실수업연구+선형대수학1+수학사교육+선형대수학2+집합론교육+정수론+대수학교수법+교직과미래교사+미적분학교육1+미래교사와의사소통+미적분학교육2+실용수학+교육학개론+융복합수학+기하학일반+조합및그래프이론+인공지능과수학+교육사회+컴퓨터와수학교육+미분기하학+해석학1+수학교과교육론+교육과정+교육심리+교육철학및교육사+교직실무+위상수학1+확률및통계1+현대대수학1+해석학2+수학교과교재연구및지도법+교육평가+교육행정및교육경영+특수교육학개론+학교폭력예방및학생의이해+복소함수론+학습자중심수학교육+위상수학2+확률및통계2+현대대수학2+수학교과논리및논술+생활지도및상담+교육방법및교육공학+인공지능과확률통계교육+실함수론+수학교육종합설계,36,30,교수+교재 및 교구개발자+보험계리사+수학 및 통계연구원+수학교사+정보보호전문가,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,스포츠무용학부,U07030200441,C10999,예체능,문화예술대학,일반과정,건강관리+문화예술의이해,0,0,각종스포츠지도자+건강관리사 및 운동처방사+건강증진연구+공연기획자+교수+대학강사+레크리에이션강사+무용강사+무용교사+무용기획가+무용스텝(분장  의상)+문화센터강사+스포츠강사+스포츠마케터+스포츠에이전트+스포츠트레이너+예술치료사+임상운동사+전문무용수+체육행정직공무원+학원강사,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,스포츠무용학부 무용예술전공,U07030100046,C10119,예체능,문화예술대학,일반과정,특수무용교육실습+무용교육공학+무용경영및기업가정신+무용의시각화와프리젠테이션+발레테크닉1(기초)+한국춤기초원리+현대무용테크닉1(기초)+발레레파토리1(기초)+현대무용창작1(기초)+전통문화유산과민속무용+한국춤창작원리+현대무용테크닉2(기초)+발레테크닉2(기초)+전통연희와국악+현대무용창작2(기초)+발레레파토리2(기초)+공연예술과무대디자인+무용인류학과역사+무형문화재지정전통무용+현대무용테크닉3(발전)+발레테크닉3(발전)+타악과무용반주+현대무용창작3(발전)+발레레파토리3(발전)+문화예술경영론+무용피트니스기초+무용교육론+무용음악제작및실습+AI하이브리드무용창작+문화예술교육개론+스포츠·무용생리학+발레테크닉4(발전)+궁중전통문화와정재+현대무용테크닉4(발전)+발레레파토리4(발전)+무용교수학습방법+문화다양성과커뮤니티댄스+한국춤창작심화+현대무용창작4(발전)+스마트미디어와댄스리터러시+무용교육프로그램개발+문화예술정책및법제+모던핏과필라테스+캡스톤예술기획(캡스톤디자인)+한국춤안무법+현대무용창작5(심화)+발레교육교수법+,31,37,공연기획자+교수+대학강사+무용강사+무용교사+무용기획가+무용스텝(분장  의상)+문화센터강사+예술치료사+전문무용수+학원강사,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,스포츠무용학부 스포츠건강관리전공,U07030200440,C10120,예체능,문화예술대학,일반과정,스포츠마케팅+배구+전공기초스포츠(육상체조)+뉴스포츠+농구+요가+스포츠통계및측정평가+운동과공중보건(캡스톤디자인)+스포츠안전+리듬운동+스포츠심리학+스포츠교육학+하계스포츠+헬스케어와스포츠과학의이해+스포츠·무용생리학+운동기능해부학+유아체육론+운동학습및제어+특수체육론+트레이닝방법론+식품과운동생리학+테니스+노인체육론(캡스톤디자인)+스포츠캡스톤프로젝트(캡스톤디자인)+필라테스+운동처방론+웨이트트레이닝+운동부하검사(캡스톤디자인)+스포츠경영+골프+운동영양학+임상운동프로그램(캡스톤디자인)+동계스포츠+운동상해와재활(캡스톤디자인)+체육사+배드민턴/탁구+병태생리학+스포츠사회와윤리,33,16,각종스포츠지도자+건강관리사 및 운동처방사+건강증진연구+레크리에이션진행자+스포츠강사+스포츠마케터+스포츠에이전트+스포츠트레이너+임상운동사+체육행정직공무원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,영어교육과,U03050100010,A98043,인문사회,사범대학,일반과정,학교현장실습(학기제)+교과교실수업연구+교직과미래교사+영어작문+영어독해+영어문법지도법+미래교사와의사소통+중급영어작문+영문학개론+영어회화+언어습득의이해+교육학개론+영미문화+영어학개론+중급영어회화+제2언어교수법(TESOL)+교육심리+교육철학및교육사+영어음성음운론+영어통사론+영어읽기지도+학습자맞춤형영어연습+교육평가+교육사회+특수교육학개론+영어문장분석과지도+영어쓰기지도+영문학강독1+커뮤니케이션스킬+영어교과논리및논술+영어교과교육론+교육과정+생활지도및상담+교육방법및교육공학+교직실무+교실영어+영문학강독2+지능정보기반영어교육(캡스톤디자인)+고급영문법+영어교과교재연구및지도법+교육행정및교육경영+학교폭력예방및학생의이해+화용론과교실담화+데이터기반영어평가+영문학과영어교육+영어듣기말하기지도+영어학과영어교육+프로그램개발및운영(캡스톤디자인),45,41,관광통역안내원+교수+교재 및 교구개발자+기자+대학강사+무역사무원+방과후교사+방송연출가(프로듀서)+번역가+비행기승무원+언어학연구원+여행관련관리자+외국어교사+외국어학원강사+중등학교교사+통역가,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,외식의류학부,U05030400047,B08999,자연과학,문화예술대학,일반과정,,0,0,가정학교수+급식 및 임상영양사+머천다이저+바리스타+보건위생 및 환경검사원+상품기획자+소믈리에+식품가공관련 기능종사자+식품공학기술자+식품관련 사업장 관리자+식품관련 연구원+식품관련분야 정부기관 공무원 및 산업체 식품연구소 연구원+식품미생물연구원+식품분석연구원+식품영업원+식품유통업+식품조미원+영양교사+영양사+영양조리 관련 창업+외식산업매니저+제과제빵기능사+제품생산관련관리자+조리교사+조리사+조리사(양식 한식 중식 일식)+조리연구가+직물디자이너(텍스타일디자이너)+푸드스타일리스트,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,외식의류학부 식품영양학전공,U05030200308,B08066,자연과학,문화예술대학,일반과정,현대인의영양과건강+고급식품학+생애주기영양학+글로벌비즈니스영어+식품영양통계학+글로벌 Hospitality 영어+조리교과교육론+식품위생학및실험+조리교과교재연구및지도법+영양사현장실무+교직과미래교사+식품학개론+외식산업운영및실습+글로벌외식커뮤니케이션+한국조리+식품화학+생리학+식생활과문화+고급영양학+서양조리+교육학개론+교육사회+푸드스타일링및경영+급식경영및인사관리+식품과운동생리학+영양판정+교육과정+교육심리+교육철학및교육사+교직실무+제과제빵학+영양교육및상담+급식경영및마케팅전략(캡스톤디자인)+식품가공및저장학+교육평가+교육행정및교육경영+특수교육학개론+학교폭력예방및학생의이해+실험조리+생화학+조리교과논리및논술+단체급식관리및실습+생활지도및상담+교육방법및교육공학+식사요법+외식창업론(캡스톤디자인),31,38,가정학교수+급식 및 임상영양사+바리스타+보건위생 및 환경검사원+소믈리에+식품가공관련 기능종사자+식품공학기술자+식품관련 사업장 관리자+식품관련 연구원+식품미생물연구원+식품분석연구원+식품영업원+식품유통업+식품조미원+영양교사+영양사+영양조리 관련 창업+외식산업매니저+제과제빵기능사+조리교사+조리사+조리사(양식 한식 중식 일식)+조리연구가+푸드스타일리스트,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,외식의류학부 의류학전공,U05030300064,B08068,자연과학,문화예술대학,일반과정,색채와패션디자인+테크니컬디자인+비주얼머천다이징+패션CAD소프트웨어+패션3D모델링+글로벌텍스타일매니지먼트+패션테크놀로지+패션마켓리서치와빅데이터분석+패션마케팅+스타일분석및표현1+현대패션+패션소품제작+텍스타일기초+패턴과의류생산1+패셔노믹스+스타일분석및표현2+패션신소재과학+패턴과의류생산2+패션과소비자+글로벌패션머천다이징+컨셉개발1+패션리테일링+컨셉개발2+3D프린팅상품개발+테일러링+고급패션CAD+패션글로벌소싱+졸업작품기획(캡스톤디자인)+졸업작품제작(캡스톤디자인),26,31,머천다이저+상품기획자+제품생산관련관리자+직물디자이너(텍스타일디자이너),2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,융합경영학과,U02010100568,A03033,인문사회,경영경제대학,일반과정,경제학입문+경영학원론+회계원리+경제학원론+경영경제통계+재무관리+마케팅+전략경영+소비자와시장환경+인적자원관리+미시경제학+비지니스커뮤니케이션+국제경영+금융시장론+세무회계+생산관리+거시경제학+e-commerce+국제마케팅+경영정보시스템+시장조사론+화폐금융+소비자법과정책+무역실무+소비자트렌드분석+세일즈매니지먼트+AI와경영,1,28,MIS전문가+경리사무원+경영기획사무원+경영정보시스템개발자+경영컨설턴트+경제학연구원+고객정보분석원+관세행정사무원+금융관련사무원+금융관리자+금융회사 자산운용가+기업고위임원(CEO)+기획·홍보 및 광고관리자+노무사+데이터분석전문가+리스크매니저+마케팅 및 여론조사전문가+마케팅사무원+무역사무원+물류관리사+상품기획자+생산관리사무원+세무사+소비자전문가+스포츠마케터+시장 및 여론조사관리자+시장 및 여론조사전문가+영업관리사무원+영업원+재무관리자+정보시스템운영자+조세행정사무원+창업+창업컨설팅+컨설턴트+통계 및 설문조사원+회계사무원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,음악학부,U07060100004,C14999,예체능,문화예술대학,일반과정,영상음악작곡법+영어딕션2+피아노문헌4+오케스트라및합창8(캡스톤디자인)+전공실기8+전공실기1+이태리어딕션1+관악현악합주1+재즈화성실습+실내악실기1+오케스트라및합창1+반주법1+연주1+음악사1+시창청음1+음악이론1+전공실기2+이태리어딕션2+오케스트라및합창2+연주2+관악.현악합주2+실내악실기2+미디/오디오시퀀싱+반주법2+시창청음2+음악이론2+음악사2+문화예술교육개론+대위법1+전공실기3+피아노연주법1+관현악법1+건반화성1+오케스트라및합창3+관악현악합주3+연주3+피아노앙상블1+ICT음악플러스+실내악실기3+부전공기악실기1+음악분석1+스튜디오테크닉+독일어딕션1+한국가곡연구+형식과분석1+음악분야에서의인공지능+대위법2+전공실기4+뮤지컬작곡법 +오케스트라및합창4+연주4+피아노연주법2+건반화성2+형식과분석2+독일어딕션2+부전공기악실기2+마스터코랄1+피아노앙상블2+관현악법2+음악분석2+관악현악합주4+실내악실기4+음악교육론+공연제작의기술관리+음악마케팅과관객창출 +마스터코랄2(캡스톤디자인)+성악문헌1+오케스트,59,61,공연기획자+공연기획자(행사기획자)+교수+대학강사+문화센터강사+방과후교사+성악가+성우+연주가+예능계강사+음반 제작+음반기획자+음악감독+음악교사+음악치료사+음향 및 녹음기사+음향감독+음향기사+작곡가+지휘자,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,인문콘텐츠학부 문헌정보학전공,U01020100019,A05031,인문사회,인문사회과학대학,일반과정,정보서비스론+주제별정보원+디지털도서관과IT+소셜미디어데이터수집및분석+메타데이터이해및ICT활용(캡스톤디자인)+교직과미래교사+정보통신기술론+문헌정보학의 이해+정보문화사+문헌분류법+디지털정보활용+정보시스템분석과설계+정보자원개발+문헌분류연습+교육학개론+교육사회+디지털콘텐츠제작기술+자동화목록법실습+도서관·정보센터경영론+웹데이터베이스구축+교육과정+교육심리+교육철학및교육사+교직실무+온라인정보검색+미디어센터운영+공공도서관 경영+의학문헌의색인과탐색+교육평가+교육행정및교육경영+특수교육학개론+학교폭력예방및학생의이해+문헌정보학세미나+디지털데이터분석기초+독서지도+콘텐츠기획및마케팅+생활지도및상담+교육방법및교육공학+빅데이터 보안(캡스톤디자인)+라키비움의이해+기록관리+도서관과저작권,30,30,기록물관리사+데이터분석전문가+독서지도사+독서치료사+사서+특허정보관리원+행정공무원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,인문콘텐츠학부 역사콘텐츠전공,U01020400057,A02014,인문사회,인문사회과학대학,일반과정,중국의역사와문화+역사학의이해+한국사사료강독과DB활용+역사콘텐츠입문+서양고대사+한국고대사+서양사사료강독과DB활용+일본고중세사+근대중국과세계질서+한국사특강+인물로보는중국사+한국중세사+일본의문화와생활+전통중국과동아시아+서양중세사+디지털문화유산과인공지능+서양근대사+일본전통문화의이해+역사스토리텔링+한국근세사+영상역사학워크샵(캡스톤디자인)+한국근대사+박물관의이해와현장실습+중국도시문화와생활+현대중국의이해+한국대외관계사의재조명+인물로보는일본사+서양현대사+한국현대사+서양사의이해+라키비움의이해+동아시아속의한일관계사+서울의역사와문화유산,35,33,공무원+기자+문화재보존가+문화콘텐츠전문가+방송연출가+방송작가+여행관련관리자+여행상품개발자+역사학연구원+영화시나리오작가+인문과학연구원+중등학교교사+출판물기획전문가+학예사(큐레이터),2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,인문콘텐츠학부 지적재산권전공,U02020100152,A04019,인문사회,인문사회과학대학,일반과정,채권법총론 +법학개론+민법총칙 +전공영어 +상법총론+형사법+저작권법1+지적재산권개론+물권법총론 +회사법1+저작권법2+특허법1+상표법+물권법각론 +회사법2+게임과저작권 +특허법2+역사스토리텔링+국제저작권법+콘텐츠와법+어음수표법+음악저작물과저작권법+채권법각론 +민법연습+콘텐츠계약론(캡스톤디자인)+보험해상법+친족상속법+민사소송법+저작권침해와구제+지적재산권연습,25,39,법률관련사무원(법무 및 특허사무원)+저작권에이전트,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,전기전자공학부,U04050200006,D15084,공학,융합공과대학,일반과정,,0,0,대체에너지개발기술자+대체에너지개발연구원+반도체공학기술자+발전설비기술자+변리사+송배전설비기술자+시스템엔지니어+이공학계열교수+전기계측제어기술자+전기공학기술자+전기안전기술자+전자공학기술자,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,지능 데이터융합학부,U04080300595,D15091,공학,융합공과대학,일반과정,파이썬+확률과통계,45,0,빅데이터전문가+인공지능전문가+자동화 시스템 설계 및 제조자,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,지능 데이터융합학부 빅데이터융합전공,U04080100363,D15090,공학,융합공과대학,일반과정,금융데이터와플랫폼+스타트업성장전략+행동재무학+금융과데이터분석+파이썬을이용한통계학습+스타트업개론+빅데이터분석개론+바이오헬스케어입문+핀테크와인공지능+빅데이터응용실습1+차세대컴퓨팅+금융머신러닝+핀테크및관련법에대한이해+빅데이터의이해와적용+스마트팩토리에대한이해+핀테크입문+전자상거래보안입문+서비스이론과플랫폼기업연구+정보보호이론+프로그래밍언어+빅데이터시각화+빅데이터현장실습+비즈니스SW활용+유무선네트워크보안+블록체인기술+빅데이터캡스톤디자인+데이터보안,0,0,빅데이터분석가+빅데이터전문가+지속가능경영전문가,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,지능 데이터융합학부 스마트생산전공,U04090100162,D15999,공학,융합공과대학,일반과정,금융데이터와플랫폼+빅데이터분석개론+바이오헬스케어입문+빅데이터응용실습1+행동재무학+핀테크및관련법에대한이해+3D프린팅현장실습+파이썬을이용한통계학습+스타트업개론+스타트업성장전략+핀테크와인공지능+차세대컴퓨팅+금융머신러닝+3D프린팅기술과3D소프트웨어이해+스타트업캡스톤디자인+빅데이터의이해와적용+스마트팩토리에대한이해+핀테크입문+전자상거래보안입문+서비스이론과플랫폼기업연구+정보보호이론+빅데이터시각화+비즈니스SW활용+블록체인기술+데이터보안+스마트생산현장실습+3D프린팅캡스톤디자인,0,0,3D프린팅모델러+소자 및 제조공정 개발 엔지니어,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,지능 데이터융합학부 핀테크전공,U04080300594,D15091,공학,융합공과대학,일반과정,빅데이터분석개론+스타트업성장전략+바이오헬스케어입문+빅데이터응용실습1+해킹과바이러스+금융데이터와플랫폼+파이썬을이용한통계학습+스타트업개론+핀테크와인공지능+행동재무학+금융과데이터분석+차세대컴퓨팅+금융머신러닝+핀테크및관련법에대한이해+핀테크캡스톤디자인II+빅데이터의이해와적용+스마트팩토리에대한이해+핀테크입문+전자상거래보안입문+서비스이론과플랫폼기업연구+정보보호이론+프로그래밍언어+빅데이터시각화+비즈니스SW활용+유무선네트워크보안+블록체인기술+핀테크캡스톤디자인I+레그테크+데이터보안,0,0,금융상품개발자+보험상품개발자+시스템엔지니어,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,지능 데이터융합학부 휴먼지능정보공학전,U04080100362,D15091,공학,융합공과대학,일반과정,감성컴퓨팅+딥러닝+운영체제+바이오시스템+신경공학+감성맥락지능+C프로그래밍1+지능정보공학설계 +개인정보보호론 +C프로그래밍2+이산수학 +디지털보안학+객체지향프로그래밍+자료구조+선형대수학+컴퓨터로직설계+UI/UX프로그래밍 +인지공학 +네트워크프로그래밍 +알고리즘+인공지능개론+빅데이터분석+데이터베이스+소프트웨어공학+컴퓨터비전+컴퓨터구조설계+블록체인프로그래밍 +피지컬컴퓨팅+시스템분석설계+패턴인식+휴먼지능정보종합설계2+웹프로그래밍+휴먼지능정보종합설계1+소셜인공지능+산업기술서비스론,75,51,가상현실(VR)디자이너+게임기획자+게임프로그래머+데이터베이스개발자+디지털영상처리전문가+로봇공학기술자+모바일콘텐츠개발자+스마트폰앱개발자+정보보호전문가+정보시스템운영자+컴퓨터프로그래머,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,11,서울특별시,110,종로구,상명대학교,대학교,4년,학사,주간,기존,행정학부,U02030700083,A05029,인문사회,인문사회과학대학,일반과정,PSAT(1):언어논리+PSAT(2):자료해석+PSAT(3):상황판단+도시및지방행정론+행정법1+행정학개론+정부와제도+역량강화실습론+정책학원론+국가와기본권+행정통계학+조직과정보관리+기본권보호와통치구조+인적자원관리론+조사방법과데이터분석+조직과변화관리+공공관리론+공공복지와정책+재무행정론+갈등관리와협상+조직행태론+관료제와행정이론+공직윤리론+전략기획과혁신+정책성과분석평가론+공공데이터의이해+공공홍보마케팅(캡스톤디자인)+행정법2+전자정부론+노사관계와노동법+문화정책론(캡스톤디자인)+지능정보와공공데이터관리+민관협력과공공가치+행정학세미나+사회복지행정론,59,53,공무원+교수+법률관련사무원(법무 및 특허사무원)+복지시설생활지도원+사회복지사+소방공무원+정부기관 및 국영 기업체+행정공무원+행정부고위공무원+행정학연구원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,간호학과,U06020100004,B21112,자연과학,융합기술대학,일반과정,성인간호실습4+종합실습(PBL)+간호관리실습+정신간호실습+법과정책+미생물과감염관리+환자안전과간호+건강사정및실습+간호와정보+아동간호실습+임상추론및실습1(PBL)+응급및재난간호+임상추론및실습3(PBL)+성인간호실습1+성인간호실습2+임상추론및실습2(PBL)+지역사회실습+성인간호실습3+간호학입문+해부학+사회와건강+간호관리학2+생리학+인간성장과발달+생명윤리+건강증진+기본간호학및실습1+약리학+인간관계와의사소통+병리학+가족건강+성인간호학3+건강보험론+정신간호학2+여성건강간호실습(PBL)+간호관리학1+비판적사고와간호+기본간호학및실습2+성인간호학1+간호연구+건강교육+지역사회간호학1+여성건강간호학1+아동간호학1+성인간호학2+통계의이해+여성건강간호학2+정신간호학1+지역사회간호학2+아동간호학2,62,75,간호사+건강증진연구+교수+병원코디네이터+병원행정사무원+보건교사+보건사회연구원+보건위생연구원+보건의료관련관리자+보건직공무원+수술실간호사+임상심리사(심리치료사),2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,건설시스템공학과,U04020100016,D16075,공학,공과대학,일반과정,건설기초수학+공학프로그래밍(SW)+건설기초물리학+건설기초화학+수리학및실험Ⅰ+공업역학및구조해석입문+건설융합특론(캡스톤디자인)+IT융합시설물유지관리(SW)+재료역학및구조해석실습+구조역학및구조해석응용+강구조공학및전산구조해석입문+환경융합시공학및연습+응용역학및자격증준비입문+토질역학및실습Ⅰ+IT융합공간정보설계및실습(SW)+건설품질관리+환경융합전산구조설계및실습(SW)+전산기반공학수학및실습(SW)+토질역학및실습Ⅱ+수리학및실험Ⅱ+스마트설계및실습(SW)+상하수도공학및지역현장실습Ⅰ+환경융합철근콘크리트공학및실습+수문학(SW)+측량학및실습+기초공학및연습+종합설계및연습(SW)+IT융합건설안전관리및실습(PBL)+지속가능환경시스템+수자원공학및실습(SW)+상하수도공학및지역현장실습Ⅱ+환경융합RC설계및실습,39,31,건설 및 광업 관련 관리자+건설기계운전원+건설자재시험원+건축감리기술자+건축공학기술자+건축구조기술자+건축사+건축설계기술자+건축설비기술자+건축시공기술자+건축안전기술자+도시계획가+산업안전 및 위험관리원+용접원+이공학계열교수+조경기술자+지열시스템연구 및 개발자+측량사+토목감리기술자+토목공학기술자+토목구조설계기술자+토목시공기술자+토목안전환경기술자,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,경영공학과,U04090100001,D17102,공학,공과대학,일반과정,경영공학세미나기초+프로그래밍기초+증권분석과투자론+아트블록체인+금융AI실습+창의형캡스톤디자인(PBL)I+기술경영+창의형캡스톤디자인(PBL)II+경영공학개론+경영학원론+경제성공학+품질경영과실습+경영정보시스템+마케팅+경영통계Ⅰ+회계원리+인공지능프로그래밍+마케팅조사론+경영데이터분석기초+경영통계Ⅱ+경영통계분석실습(PBL)+경영과학+재무관리+품질경영+생산운영관리+경영빅데이터분석+유통물류관리+경영데이터마이닝+금융공학+경영시뮬레이션+경영과학응용,39,41,MIS전문가+경영정보시스템개발자+경영컨설턴트+고객정보분석원+광고및홍보전문가+금융관련사무원+금융관리자+물류관리사+산업공학기술자+상품기획자+시스템컨설턴트+영업원+전자상거래전문가+정보기술컨설턴트+제품생산관련관리자+품질관리사무원+품질인증심사전문가,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,계당교양교육원(공학),U04110300110,D99999,공학,계당교양교육원,일반과정,,0,0,공학교수,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,계당교양교육원(예체능),U07020310027,C99999,예체능,계당교양교육원,일반과정,,0,0,예능계강사,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,계당교양교육원(인문사회),U01020800227,A99999,인문사회,계당교양교육원,일반과정,,0,0,공무원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
2023,44,충청남도,130,천안시,상명대학교,대학교,4년,학사,주간,기존,계당교양교육원(자연),U05040600088,B99999,자연과학,계당교양교육원,일반과정,,0,0,연구원,2023-02-22,2023-12-27,B340014,한국대학교육협의회
